gwas,specificity_id,conditional_annotation,annotation,beta,beta_se,pvalue
BMI_UKBB_Loh2018,mousebrain,MEGLU3,PSNP4,-3.045485023783699e-09,5.4880278765580644e-09,0.7105295841320899
BMI_UKBB_Loh2018,mousebrain,MEGLU3,SCGLU5,-2.912404345494615e-09,5.124832853038933e-09,0.7150818325632886
BMI_UKBB_Loh2018,mousebrain,MEGLU3,ENT4,-2.6959095406917344e-09,4.692208602249618e-09,0.7172022405371623
BMI_UKBB_Loh2018,mousebrain,MEGLU3,ACNT2,-2.1635876548413397e-09,3.748870287186667e-09,0.7180743734591284
BMI_UKBB_Loh2018,mousebrain,MEGLU3,DGNBL1,-3.3283088959832003e-09,5.266283101933637e-09,0.7363076765913692
BMI_UKBB_Loh2018,mousebrain,MEGLU3,RGSZ,-3.554451525166105e-09,4.4794923475938116e-09,0.7862550477600248
BMI_UKBB_Loh2018,mousebrain,MEGLU3,ENT2,-3.787531721149893e-09,4.186612238955142e-09,0.8171817302970654
BMI_UKBB_Loh2018,mousebrain,MEGLU3,ENT7,-4.7613682583672854e-09,5.213888404605501e-09,0.8194336057422458
BMI_UKBB_Loh2018,mousebrain,MEGLU3,ACOB,-3.323692909361377e-09,3.530283690956789e-09,0.826770636144847
BMI_UKBB_Loh2018,mousebrain,MEGLU3,MOL3,-3.7073901507765055e-09,3.65095056325241e-09,0.8450564296474421
BMI_UKBB_Loh2018,mousebrain,MEGLU3,EPEN,-4.335396870192784e-09,3.944826675074541e-09,0.8641177557660913
BMI_UKBB_Loh2018,mousebrain,MEGLU3,SYNOR5,-6.188679808905041e-09,5.625749126802682e-09,0.8643477154317718
BMI_UKBB_Loh2018,mousebrain,MEGLU3,ACNT1,-4.217521268961998e-09,3.7830386525152525e-09,0.8675426825282866
BMI_UKBB_Loh2018,mousebrain,MEGLU3,HYPEP8,-7.699342460320894e-09,6.548715855477279e-09,0.8801431365304352
BMI_UKBB_Loh2018,mousebrain,MEGLU3,CBPC,-5.837955757435942e-09,4.9533060185032094e-09,0.8807208232452218
BMI_UKBB_Loh2018,mousebrain,MEGLU3,ACTE1,-4.513184593774353e-09,3.706673189962707e-09,0.8883088806297168
BMI_UKBB_Loh2018,mousebrain,MEGLU3,MGL1,-6.608717745412229e-09,5.362701605095303e-09,0.8910905512964475
BMI_UKBB_Loh2018,mousebrain,MEGLU3,SYCHO1,-7.4371937162011954e-09,5.468033639603366e-09,0.9131043649375096
BMI_UKBB_Loh2018,mousebrain,MEGLU3,VSMCA,-5.534035545510382e-09,4.068539644525236e-09,0.913116986670614
BMI_UKBB_Loh2018,mousebrain,MEGLU3,SYNOR1,-7.462319346224256e-09,5.208440760441844e-09,0.9240333174527364
BMI_UKBB_Loh2018,mousebrain,MEGLU3,PSNP3,-6.373656981111782e-09,4.363635559982854e-09,0.9279414948004134
BMI_UKBB_Loh2018,mousebrain,MEGLU3,MGL2,-8.204913815450513e-09,5.291471355240995e-09,0.9395002697772052
BMI_UKBB_Loh2018,mousebrain,MEGLU3,ACMB,-5.8936415816575375e-09,3.6621377217320195e-09,0.9462294945054152
BMI_UKBB_Loh2018,mousebrain,MEGLU3,ACTE2,-5.951567019381981e-09,3.652330448831956e-09,0.9483991304848788
BMI_UKBB_Loh2018,mousebrain,MEGLU3,DETPH,-9.821132413724991e-09,5.940742830136975e-09,0.9508531421745596
BMI_UKBB_Loh2018,mousebrain,MEGLU3,COP1,-6.7342931530530675e-09,4.011970974457489e-09,0.9533800932955124
BMI_UKBB_Loh2018,mousebrain,MEGLU3,RGDG,-8.160851724457001e-09,4.312257225774861e-09,0.9707863357472116
BMI_UKBB_Loh2018,mousebrain,MEGLU3,ACBG,-8.3207660114819e-09,4.28636393663517e-09,0.9738840680908478
BMI_UKBB_Loh2018,mousebrain,MEGLU3,MGL3,-1.0832178023167044e-08,5.079336239221427e-09,0.9835211066251957
BMI_UKBB_Loh2018,mousebrain,MEGLU3,ENTG4,-7.742080006769386e-09,3.6246527149641873e-09,0.9836582894388928
BMI_UKBB_Loh2018,mousebrain,MEGLU3,EPSC,-8.014903119635646e-09,3.675612231125623e-09,0.9853921136375002
BMI_UKBB_Loh2018,mousebrain,MEGLU3,ENTG1,-8.59294252088207e-09,3.9081060084262226e-09,0.9860520975741404
BMI_UKBB_Loh2018,mousebrain,MEGLU3,OEC,-8.777581351142368e-09,3.954784107236614e-09,0.9867731039089448
BMI_UKBB_Loh2018,mousebrain,MEGLU3,SYNOR3,-9.931332576358721e-09,4.324382421785374e-09,0.9891789095678944
BMI_UKBB_Loh2018,mousebrain,MEGLU3,PVM1,-1.1822321620812266e-08,5.111677746735558e-09,0.989633360420991
BMI_UKBB_Loh2018,mousebrain,MEGLU3,PVM2,-1.2706557873277494e-08,5.470814390628423e-09,0.9898998926811544
BMI_UKBB_Loh2018,mousebrain,MEGLU3,SYNOR4,-1.1639203065233954e-08,4.836349243447036e-09,0.9919493074443247
BMI_UKBB_Loh2018,mousebrain,MEGLU3,HYPEN,-9.287798581162204e-09,3.7828674027077135e-09,0.9929602195930394
BMI_UKBB_Loh2018,mousebrain,MEGLU3,ENTG2,-9.69066131303722e-09,3.922074959533039e-09,0.9932594332623172
BMI_UKBB_Loh2018,mousebrain,MEGLU3,ENTG3,-1.0043316867419046e-08,3.885447089466416e-09,0.9951290004112228
BMI_UKBB_Loh2018,mousebrain,MEGLU3,SCHW,-1.3846007857082695e-08,5.295139718325357e-09,0.995536696579356
BMI_UKBB_Loh2018,mousebrain,MEGLU3,VECA,-9.660319944434276e-09,3.5389853965940013e-09,0.9968302690703428
BMI_UKBB_Loh2018,mousebrain,MEGLU3,VECV,-1.18172161898121e-08,4.293487532654668e-09,0.9970416130053492
BMI_UKBB_Loh2018,mousebrain,MEGLU3,EPMB,-1.0859287410324373e-08,3.920967407415601e-09,0.9971932493641692
BMI_UKBB_Loh2018,mousebrain,MEGLU3,ABC,-1.1184194793203519e-08,3.9887099610351746e-09,0.997476064426368
BMI_UKBB_Loh2018,mousebrain,MEGLU3,ENTG6,-1.0995661467770948e-08,3.8080577707344065e-09,0.9980582462284968
BMI_UKBB_Loh2018,mousebrain,MEGLU3,ENTG5,-1.1291595101986786e-08,3.757785119756125e-09,0.9986714575693376
BMI_UKBB_Loh2018,mousebrain,MEGLU3,SATG2,-1.3384846033821304e-08,4.2768613274587076e-09,0.999124764235278
BMI_UKBB_Loh2018,mousebrain,MEGLU3,VLMC1,-1.439961503867132e-08,4.40207627597909e-09,0.999464342721712
BMI_UKBB_Loh2018,mousebrain,MEGLU3,VECC,-1.335952901610853e-08,3.9201002991506206e-09,0.9996727426638498
BMI_UKBB_Loh2018,mousebrain,MEGLU3,ENTG7,-1.2172703503567004e-08,3.517055690645458e-09,0.9997309629722646
BMI_UKBB_Loh2018,mousebrain,MEGLU3,CHOR,-1.224974502625584e-08,3.2533864286450853e-09,0.9999168017552444
BMI_UKBB_Loh2018,mousebrain,MEGLU3,SATG1,-1.815369036454078e-08,4.814804687319049e-09,0.9999185036099286
BMI_UKBB_Loh2018,mousebrain,MEGLU3,PER2,-1.4439262921988389e-08,3.699365269188048e-09,0.9999525301198646
BMI_UKBB_Loh2018,mousebrain,MEGLU3,VLMC2,-1.6878972067264722e-08,3.88676362563805e-09,0.9999929622576428
BMI_UKBB_Loh2018,mousebrain,MEGLU3,PER1,-1.5432898015580553e-08,3.4334447911830165e-09,0.9999965194246466
BMI_UKBB_Loh2018,mousebrain,MEGLU3,PER3,-2.0299050133092667e-08,4.091884920378525e-09,0.9999996489948808
BMI_UKBB_Loh2018,mousebrain,MEGLU3,ENMFB,-2.1999303227508667e-08,3.851309766602616e-09,0.9999999944224912
BMI_UKBB_Loh2018,mousebrain,MEGLU2,DEGLU5,2.4863502372374742e-08,7.292060042043219e-09,0.00032521025288798354
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEGLU4,1.5163006132903635e-08,4.626625707027484e-09,0.0005239582758964274
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEGLU21,1.7184925314937422e-08,5.816008808792217e-09,0.0015645486442860564
BMI_UKBB_Loh2018,mousebrain,MEGLU2,HBNOR,2.3160216087021045e-08,8.046698190336167e-09,0.001999592499697465
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEGLU19,1.2479001477645526e-08,4.600673941539993e-09,0.0033396042846435595
BMI_UKBB_Loh2018,mousebrain,MEGLU2,HBINH3,1.6589151226928298e-08,6.232206214073966e-09,0.003885711892037756
BMI_UKBB_Loh2018,mousebrain,MEGLU2,MEINH2,1.452795853125438e-08,5.485478213342708e-09,0.004043213126336327
BMI_UKBB_Loh2018,mousebrain,MEGLU2,HBGLU2,1.4412412181687974e-08,5.4434961573302815e-09,0.004052802681885016
BMI_UKBB_Loh2018,mousebrain,MEGLU2,SCINH2,2.8372602982468788e-08,1.1221271264426076e-08,0.005728108932936325
BMI_UKBB_Loh2018,mousebrain,MEGLU2,MEGLU11,1.6235655543356445e-08,6.494652261892992e-09,0.006212297530338487
BMI_UKBB_Loh2018,mousebrain,MEGLU2,HBINH8,1.7215830596513122e-08,6.908526146154055e-09,0.006351862429352493
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEINH12,1.2852033627670276e-08,5.260398987128829e-09,0.007279497674202002
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEGLU23,1.0568464581689515e-08,4.3480929900492134e-09,0.007536971849986445
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEGLU17,1.2565489029773128e-08,5.216922155348859e-09,0.00800687583625101
BMI_UKBB_Loh2018,mousebrain,MEGLU2,DEINH3,1.3360433396567668e-08,5.569364431913189e-09,0.008221859519315493
BMI_UKBB_Loh2018,mousebrain,MEGLU2,CBGRC,1.4659811978850717e-08,6.140791200765019e-09,0.008486689071822361
BMI_UKBB_Loh2018,mousebrain,MEGLU2,MEINH4,2.0492365576768616e-08,8.944883803705749e-09,0.010982881148838618
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEINH15,1.0219426369759616e-08,4.555695552368119e-09,0.012441322728970349
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEGLU24,9.348916570283683e-09,4.214725755754959e-09,0.0132721202726371
BMI_UKBB_Loh2018,mousebrain,MEGLU2,DGGRC2,8.801782944308651e-09,3.975965260573048e-09,0.013423078527534285
BMI_UKBB_Loh2018,mousebrain,MEGLU2,OBNBL2,1.2731049818624303e-08,5.848638234236998e-09,0.01474944334774125
BMI_UKBB_Loh2018,mousebrain,MEGLU2,HBCHO2,1.2239842127569053e-08,5.670715434732136e-09,0.015447208969940044
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEINH17,1.1835177759207352e-08,5.558736535883958e-09,0.01662245967672709
BMI_UKBB_Loh2018,mousebrain,MEGLU2,HBINH9,1.26916274806795e-08,5.9998293993691285e-09,0.017200856325241067
BMI_UKBB_Loh2018,mousebrain,MEGLU2,DGGRC1,9.765321099543016e-09,4.634104024105262e-09,0.017546972295938917
BMI_UKBB_Loh2018,mousebrain,MEGLU2,HBGLU5,1.4075035685239533e-08,6.7521503631576045e-09,0.01855615572734441
BMI_UKBB_Loh2018,mousebrain,MEGLU2,OBINH5,1.8479553842261098e-08,9.02076287275004e-09,0.020252688996563833
BMI_UKBB_Loh2018,mousebrain,MEGLU2,SCINH8,1.147280314114975e-08,5.601710927477689e-09,0.020275634445390267
BMI_UKBB_Loh2018,mousebrain,MEGLU2,MEINH12,2.3860795134328674e-08,1.1861125895292856e-08,0.022126816124432087
BMI_UKBB_Loh2018,mousebrain,MEGLU2,MBDOP1,2.3760747744912146e-08,1.2176210503571103e-08,0.02550429868118169
BMI_UKBB_Loh2018,mousebrain,MEGLU2,MEGLU3,1.3863916715947818e-08,7.181444278434948e-09,0.026771263665144783
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEINH3,1.7560850562921543e-08,9.30266920362217e-09,0.029531660515157432
BMI_UKBB_Loh2018,mousebrain,MEGLU2,MEINH9,8.563784336162749e-09,4.560775168404812e-09,0.030210856228709018
BMI_UKBB_Loh2018,mousebrain,MEGLU2,HBINH4,1.1869340307100041e-08,6.33999805961636e-09,0.030593876751468074
BMI_UKBB_Loh2018,mousebrain,MEGLU2,MSN1,7.470943697417755e-09,4.011380781333978e-09,0.0312707640440446
BMI_UKBB_Loh2018,mousebrain,MEGLU2,ENT8,1.2575438307881196e-08,6.872111321258637e-09,0.03363068610405585
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEINH11,9.764388059647933e-09,5.375319697736229e-09,0.03464514575206614
BMI_UKBB_Loh2018,mousebrain,MEGLU2,HBSER5,1.1116530641912628e-08,6.125026352378182e-09,0.03476687501829333
BMI_UKBB_Loh2018,mousebrain,MEGLU2,SCINH4,1.210099157545296e-08,6.674069213120483e-09,0.03490546532360446
BMI_UKBB_Loh2018,mousebrain,MEGLU2,DEGLU4,9.856553116265903e-09,5.455395656728742e-09,0.035400390694208736
BMI_UKBB_Loh2018,mousebrain,MEGLU2,MEGLU7,1.0818745158948852e-08,6.050056479810585e-09,0.03687141782408576
BMI_UKBB_Loh2018,mousebrain,MEGLU2,DEINH5,1.2784476444378644e-08,7.1784994324393065e-09,0.037461130374558387
BMI_UKBB_Loh2018,mousebrain,MEGLU2,HBCHO3,1.1315833119736253e-08,6.353990318874637e-09,0.037464243102689865
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEGLU10,8.505850788615587e-09,4.794679240345111e-09,0.038030025913217885
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEINH4,1.0306955388010876e-08,5.817216551819379e-09,0.038213722840742086
BMI_UKBB_Loh2018,mousebrain,MEGLU2,HBINH7,1.1917069086144722e-08,6.902088969652802e-09,0.04212077494326979
BMI_UKBB_Loh2018,mousebrain,MEGLU2,HBINH5,9.564303236607576e-09,5.562945017552923e-09,0.04278099447574839
BMI_UKBB_Loh2018,mousebrain,MEGLU2,MEGLU8,1.319594669509372e-08,7.799033843777909e-09,0.04532321379149745
BMI_UKBB_Loh2018,mousebrain,MEGLU2,HBGLU3,1.327258267362514e-08,7.869081538645397e-09,0.0458329361460236
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEGLU6,8.428297198194931e-09,5.124718998952359e-09,0.05002245228072545
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEGLU3,7.509744150313691e-09,4.5749154588506174e-09,0.05034637055104935
BMI_UKBB_Loh2018,mousebrain,MEGLU2,MEINH7,1.0563828079894412e-08,6.46718744283588e-09,0.051187182018680936
BMI_UKBB_Loh2018,mousebrain,MEGLU2,CBINH1,8.437158144428634e-09,5.285790890774412e-09,0.05522252299037202
BMI_UKBB_Loh2018,mousebrain,MEGLU2,DEINH7,1.527349638158647e-08,9.692848274829613e-09,0.05754182519609425
BMI_UKBB_Loh2018,mousebrain,MEGLU2,HBCHO4,1.043896107170594e-08,6.650101115919383e-09,0.05823725714788965
BMI_UKBB_Loh2018,mousebrain,MEGLU2,MEGLU10,1.0362064900663675e-08,6.631186368798043e-09,0.05907028268067745
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEGLU5,7.537080119916526e-09,4.847519332590321e-09,0.05999299519761527
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEGLU20,8.42408805939364e-09,5.42543899808729e-09,0.06024721453043004
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEINH1,8.371287501331865e-09,5.5834383199445705e-09,0.0668970188510795
BMI_UKBB_Loh2018,mousebrain,MEGLU2,SCINH10,8.631112341544436e-09,5.808149044064224e-09,0.06863494139018664
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEGLU13,7.293336268751329e-09,4.959528194344013e-09,0.07070364213111774
BMI_UKBB_Loh2018,mousebrain,MEGLU2,DEINH6,1.2525188717826694e-08,8.579155931459089e-09,0.07215110686273965
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEGLU9,7.844807838006021e-09,5.460161735917347e-09,0.07539659136211536
BMI_UKBB_Loh2018,mousebrain,MEGLU2,MSN4,6.077803045695352e-09,4.262621537253943e-09,0.07695771454605793
BMI_UKBB_Loh2018,mousebrain,MEGLU2,HBGLU9,7.769855346886307e-09,5.47198160732544e-09,0.07781337863214323
BMI_UKBB_Loh2018,mousebrain,MEGLU2,HBGLU1,9.388902834219366e-09,6.696797492579019e-09,0.08045778499857076
BMI_UKBB_Loh2018,mousebrain,MEGLU2,SCINH3,2.0274480127162427e-08,1.4481412095708377e-08,0.08075145670206135
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEINH5,7.818554158719312e-09,5.647284949333299e-09,0.0831057343778911
BMI_UKBB_Loh2018,mousebrain,MEGLU2,ENT9,6.5319511754025945e-09,4.785800001183129e-09,0.08614839071431962
BMI_UKBB_Loh2018,mousebrain,MEGLU2,SEPNBL,9.524875143664824e-09,7.1320732503706455e-09,0.0908565767192142
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEGLU18,6.878247265305001e-09,5.2503446016053984e-09,0.0950883873621982
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TECHO,9.139156455540875e-09,7.00354999451692e-09,0.09595800294397183
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEINH9,8.041735061382405e-09,6.199858843127952e-09,0.0973012164627538
BMI_UKBB_Loh2018,mousebrain,MEGLU2,HBCHO1,1.3024618158024584e-08,1.0099318228421432e-08,0.09858554628206367
BMI_UKBB_Loh2018,mousebrain,MEGLU2,MEINH13,1.005148783965487e-08,7.837516698659119e-09,0.0998365001435303
BMI_UKBB_Loh2018,mousebrain,MEGLU2,MEINH14,2.3935018436991035e-08,1.8791461944104545e-08,0.10138173355305674
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEGLU15,6.565342341789097e-09,5.183085979034251e-09,0.10263379755627013
BMI_UKBB_Loh2018,mousebrain,MEGLU2,OBINH4,6.932574391257861e-09,5.506232247629008e-09,0.10400768825565243
BMI_UKBB_Loh2018,mousebrain,MEGLU2,HBINH6,9.390665195074132e-09,7.483943822814433e-09,0.10478023530624997
BMI_UKBB_Loh2018,mousebrain,MEGLU2,MSN5,5.77661093014687e-09,4.6141534178911756e-09,0.10529713943292818
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEGLU11,6.194597643345414e-09,4.977713858854153e-09,0.10666397916835756
BMI_UKBB_Loh2018,mousebrain,MEGLU2,MEINH3,9.454415288278578e-09,7.620915380620073e-09,0.10737901497975756
BMI_UKBB_Loh2018,mousebrain,MEGLU2,PSPEP3,6.846071277184328e-09,5.568666254614584e-09,0.10946251713726657
BMI_UKBB_Loh2018,mousebrain,MEGLU2,MEINH11,8.4701602269748e-09,7.046257237154929e-09,0.11466639562639758
BMI_UKBB_Loh2018,mousebrain,MEGLU2,HBINH2,1.0202504566195641e-08,8.531746343010955e-09,0.11588176564505025
BMI_UKBB_Loh2018,mousebrain,MEGLU2,PSPEP1,7.0256517955036375e-09,5.877031633580191e-09,0.1159571474766538
BMI_UKBB_Loh2018,mousebrain,MEGLU2,ENT1,1.342523035353419e-08,1.1269343924800437e-08,0.11676685597144935
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEINH16,5.755990683929044e-09,4.8511064593581225e-09,0.1177062322190981
BMI_UKBB_Loh2018,mousebrain,MEGLU2,DEINH2,7.895617979303975e-09,6.6607872803751574e-09,0.1179320172768032
BMI_UKBB_Loh2018,mousebrain,MEGLU2,PSNF1,7.107149860651603e-09,6.029799231862385e-09,0.11926459157359892
BMI_UKBB_Loh2018,mousebrain,MEGLU2,SCGLU3,9.039476319528474e-09,7.697614077326897e-09,0.12013306949222745
BMI_UKBB_Loh2018,mousebrain,MEGLU2,SCGLU2,1.6833529526584266e-08,1.4378294814835537e-08,0.1208476708110795
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEINH8,9.917046104147393e-09,8.650222351648467e-09,0.12580453352412785
BMI_UKBB_Loh2018,mousebrain,MEGLU2,TEINH13,7.0664181319465634e-09,6.179887655838076e-09,0.12642504226439474
BMI_UKBB_Loh2018,mousebrain,MEGLU2,MSN2,4.726066987400437e-09,4.1527297109069396e-09,0.12754714088321428
