dataset,annotation,bootstrap_estimate,bootstrap_error,bt_value,bp_value,bias_corrected_estimate,CI_lo,CI_hi,annotation.y,Class,Description,NCells,Neurotransmitter,Probable_location,Region,LeafOrder,TaxonomyRank1,TaxonomyRank2,TaxonomyRank3,TaxonomyRank4,Comment,TaxonomyRank4_reduced1,tax_order_idx_mb_fig1c,Neurotransmitter_class,Neurotransmitter_class_linnarson,nt.Acetylcholine,nt.Adrenaline,nt.Dopamine,nt.GABA,nt.GLYT1,nt.GLYT2,nt.Missing,nt.Nitric oxide,nt.Noradrenaline,nt.Serotonin,nt.VGLUT1,nt.VGLUT2,nt.VGLUT3,name_clean,category,fdr_significant
tabula_muris.sem_mean,Limb_Muscle.skeletal_muscle_satellite_stem_cell,-1.2094268817944288e-6,1.2286467465597542e-6,-0.9843568830348173,0.8375299649557979,-1.094508063757166e-6,-3.48846293305767e-6,1.1642163645966016e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Limb_Muscle.skeletal_muscle_satellite_stem_cell,dummy_category,FALSE
mousebrain_all.sem_mean,OBNBL3,-1.1363719312874467e-6,1.147306663148833e-6,-0.9904692161105598,0.8390275857450777,-1.2387518577672192e-6,-3.3013427012830223e-6,9.594312785923956e-7,OBNBL3,Neurons,"Neuroblasts, olfactory bulb",2240,GABA,Olfactory bulb,Olfactory bulb,37,Neurons,CNS neurons,Immature neural,Non-glutamatergic neuroblasts,nan,Neuroblasts,21,Inhibitory,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,OBNBL3,Neurons,FALSE
mousebrain_all.sem_mean,MSN2,-7.405233824700434e-7,7.351205617490523e-7,-1.0073495709440317,0.8431165919648371,-6.496346370404131e-7,-2.1915643553573673e-6,6.984905660605235e-7,MSN2,Neurons,"D2 medium spiny neurons, striatum",1094,GABA,Striatum dorsal,Striatum dorsal,28,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting inhibitory neurons,nan,Telencephalon projecting inhibitory neurons,23,Inhibitory,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,MSN2,Neurons,FALSE
mousebrain_all.sem_mean,TEINH14,-9.114237294565675e-7,8.964679731736453e-7,-1.0166829789021645,0.8453478672553753,-8.929539272148636e-7,-2.479545875193391e-6,9.304424861480592e-7,TEINH14,Neurons,"CGE-derived neurogliaform cells Cxcl14+, cortex/hippocampus",422,GABA,"Hippocampus,Cortex","Hippocampus,Cortex",55,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,nan,Telencephalon inhibitory interneurons,19,Inhibitory,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEINH14,Neurons,FALSE
mousebrain_all.sem_mean,DECHO1,-1.0812010473550478e-6,1.0417172147927154e-6,-1.0379026399887123,0.8503423078267842,-9.807632807954099e-7,-3.2491530754007536e-6,9.575817494061823e-7,DECHO1,Neurons,"Cholinergic neurons, septal nucleus, Meissnert and diagonal band",114,"Acetylcholine, Glutamate (VGLUT3), Nitric oxide","Medial septal nuclues, diagonal band nucleus and nucleus basalis of Meissnert",Hypothalamus,68,Neurons,CNS neurons,"Cholinergic, monoaminergic and peptidergic neurons",Cholinergic and monoaminergic neurons,nan,Cholinergic and monoaminergic neurons,18,Excitatory,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,DECHO1,Neurons,FALSE
mousebrain_all.sem_mean,OBDOP2,-1.0511408651557574e-6,1.0113207574088984e-6,-1.0393743601672747,0.8506846681270688,-9.446860093181291e-7,-3.0522230866528755e-6,9.017298456436615e-7,OBDOP2,Neurons,"Dopaminergic neurons, olfactory nulb",281,"GABA,Dopamine",Olfactory bulb,Olfactory bulb,39,Neurons,CNS neurons,Telencephalon interneurons,Olfactory inhibitory neurons,Confusing stainings in Allen,Olfactory inhibitory neurons,20,Inhibitory,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,OBDOP2,Neurons,FALSE
mousebrain_all.sem_mean,ENTG1,-6.803428737716895e-7,6.525869816791269e-7,-1.0425320959071938,0.8514174735413272,-6.299197442877583e-7,-1.8070765432155544e-6,4.975761756495971e-7,ENTG1,PeripheralGlia,"Enteric glia, proliferating",163,NA,Enteric nervous system,Enteric nervous system,243,Glia,Neural crest-like glia,Neural crest-like glia,Enteric glia,Foxd3 positive,Enteric glia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENTG1,PeripheralGlia,FALSE
mousebrain_all.sem_mean,DETPH,-1.1149294697090277e-6,1.0361678731886482e-6,-1.0760123900367637,0.8590391423872078,-9.992409701513888e-7,-3.3017839291363765e-6,8.74554872266653e-7,DETPH,Neurons,"Neuroblast-like, habenula",7,NA,Medial habenula,Thalamus,33,Neurons,CNS neurons,Immature neural,Non-glutamatergic neuroblasts,Tph1,Neuroblasts,21,Undefined class,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,DETPH,Neurons,FALSE
mousebrain_all.sem_mean,TEGLU5,-8.899501848821142e-7,8.25337436870476e-7,-1.0782864621489092,0.859547031653284,-8.554368089200057e-7,-2.5811931067831905e-6,7.51436233176689e-7,TEGLU5,Neurons,"Excitatory neurons, cerebral cortex",126,"Glutamate (VGLUT1,VGLUT2)",Entorhinal superficial layers,Cortex,14,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,nan,Telencephalon projecting excitatory neurons,24,Excitatory,Ex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,TEGLU5,Neurons,FALSE
mousebrain_all.sem_mean,TEINH21,-1.0937630823310939e-6,9.76760079577971e-7,-1.119786839367633,0.8685976955815782,-1.141614028670639e-6,-2.8592895086075356e-6,7.190559108384626e-7,TEINH21,Neurons,"Sleep-active, long-range projection interneurons, cortex/hippocampus",385,"GABA, Nitric oxide","Hippocampus,Cortex","Hippocampus,Cortex",52,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,nan,Telencephalon inhibitory interneurons,19,Inhibitory,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,TEINH21,Neurons,FALSE
mousebrain_all.sem_mean,TEGLU18,-9.208792301972175e-7,8.12549802701588e-7,-1.133320354193002,0.8714601264159829,-9.684402535099474e-7,-2.4572136359290295e-6,5.791740182190012e-7,TEGLU18,Neurons,"Excitatory neurons, cerebral cortex",657,Glutamate (VGLUT1),"Anterior olfactory nucleus, deep layer",Cortex,18,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,nan,Telencephalon projecting excitatory neurons,24,Excitatory,Ex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,TEGLU18,Neurons,FALSE
mousebrain_all.sem_mean,TEGLU15,-9.107033205389107e-7,7.808583362304547e-7,-1.1662849434831863,0.878250370673946,-8.838519541306588e-7,-2.4961279302803234e-6,5.840268595383853e-7,TEGLU15,Neurons,"Excitatory neurons, cerebral cortex",186,"Glutamate (VGLUT1,VGLUT2)",Piriform pyramidal,Cortex,16,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,nan,Telencephalon projecting excitatory neurons,24,Excitatory,Ex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,TEGLU15,Neurons,FALSE
mousebrain_all.sem_mean,MEINH9,-1.069597307553743e-6,9.14663979734898e-7,-1.1693882466692853,0.8788763784691855,-9.266137880358873e-7,-2.967518184529458e-6,6.743492357323943e-7,MEINH9,Neurons,"Inhibitory neurons, midbrain",400,GABA,Dorsal midbrain scattered,Midbrain dorsal,144,Neurons,CNS neurons,Di- and mesencephalon neurons,Di- and mesencephalon inhibitory neurons,nan,Di- and mesencephalon inhibitory neurons,13,Inhibitory,In,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,MEINH9,Neurons,FALSE
tabula_muris.sem_mean,Limb_Muscle.skeletal_muscle_satellite_cell,-1.07938026907558e-6,9.158967021469047e-7,-1.1784956388045313,0.8807004650124759,-1.11923196300047e-6,-2.832370425235619e-6,6.794695821183556e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Limb_Muscle.skeletal_muscle_satellite_cell,dummy_category,FALSE
mousebrain_all.sem_mean,PSNP1,-1.1375413809886082e-6,9.33620398474525e-7,-1.2184195877117476,0.8884677173674165,-1.1465217325956016e-6,-2.899380976842829e-6,6.327662860267884e-7,PSNP1,Neurons,"Non-peptidergic (TH), DRG",282,"Glutamate (VGLUT2,VGLUT3)",Dorsal root ganglion,Dorsal root ganglion,209,Neurons,PNS neurons,Peripheral sensory neurons,Peripheral sensory non-peptidergic neurons,nan,Peripheral sensory neurons,8,Excitatory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,PSNP1,Neurons,FALSE
tabula_muris.sem_mean,Marrow.naive_B_cell,-2.0908625149560668e-6,1.6895916101479639e-6,-1.2374957962610633,0.8920484629912687,-2.0687133416475734e-6,-5.417974974475144e-6,1.0501979417768776e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marrow.naive_B_cell,dummy_category,FALSE
mousebrain_all.sem_mean,ENT1,-1.9462507027003616e-6,1.570582579010202e-6,-1.2391903034649154,0.8923624846682202,-1.997237237882516e-6,-4.9902407253010596e-6,1.0358778281382876e-6,ENT1,Neurons,Nitrergic enteric neurons,14,Nitric oxide,Myenteric plexus of small intestine,Enteric nervous system,182,Neurons,PNS neurons,Enteric neurons,Enteric neurons,No corresponding Marklund cluster,Enteric neurons,10,Nitric oxide,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,ENT1,Neurons,FALSE
mousebrain_all.sem_mean,TEINH5,-1.1627506146692605e-6,9.36896600007389e-7,-1.241066105544721,0.8927093352845228,-1.1650632986278595e-6,-3.013929654621537e-6,6.680464097190529e-7,TEINH5,Neurons,"Interneuron-selective interneurons, cortex/hippocampus",449,"GABA, Nitric oxide","Hippocampus,Cortex","Hippocampus,Cortex",63,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,nan,Telencephalon inhibitory interneurons,19,Inhibitory,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,TEINH5,Neurons,FALSE
mousebrain_all.sem_mean,MBDOP2,-1.5967117105801505e-6,1.2827361856789853e-6,-1.2447701471327635,0.893391873737922,-1.6683985292579572e-6,-4.1257333220311426e-6,8.86851233023866e-7,MBDOP2,Neurons,"Dopaminergic neurons, ventral midbrain (SNc, VTA)",63,Dopamine,Ventral tegmental area and subtantia nigra,Midbrain ventral,77,Neurons,CNS neurons,"Cholinergic, monoaminergic and peptidergic neurons",Cholinergic and monoaminergic neurons,nan,Cholinergic and monoaminergic neurons,18,Monoamines,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MBDOP2,Neurons,FALSE
mousebrain_all.sem_mean,ENT5,-1.4193255231817253e-6,1.1345526610794627e-6,-1.2510001270732707,0.8945327844608015,-1.3954593746831736e-6,-3.5912209535333323e-6,7.297612322343139e-7,ENT5,Neurons,Cholinergic enteric neurons,259,Acetylcholine,Myenteric plexus of small intestine,Enteric nervous system,186,Neurons,PNS neurons,Enteric neurons,Enteric neurons,Marklund cluster #4,Enteric neurons,10,Acetylcholine,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENT5,Neurons,FALSE
tabula_muris.sem_mean,Marrow.macrophage,-1.2008809645197273e-6,9.420866450960803e-7,-1.2747033096910672,0.8987928625277242,-1.1270073756477135e-6,-3.00890120942149e-6,7.044881571636199e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marrow.macrophage,dummy_category,FALSE
mousebrain_all.sem_mean,DGGRC1,-9.739724781569501e-7,7.558798537881964e-7,-1.288528161288798,0.901218913812424,-1.0336657343844765e-6,-2.399044620156796e-6,5.488770887063036e-7,DGGRC1,Neurons,"Granule neuroblasts, dentate gyrus",983,Glutamate (VGLUT1),Dentate gyrus,Dentate gyrus,25,Neurons,CNS neurons,Telencephalon projecting neurons,Dentate gyrus granule neurons,nan,Other CNS neurons,22,Excitatory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,DGGRC1,Neurons,FALSE
tabula_muris.sem_mean,Marrow.monocyte,-1.5959951499495105e-6,1.2229439198979004e-6,-1.3050436115523227,0.9040610010310364,-1.685731499781873e-6,-3.9549339975118735e-06,6.560237564267621e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marrow.monocyte,dummy_category,FALSE
mousebrain_all.sem_mean,TEINH6,-1.5881572144883074e-6,1.2146133249787741e-6,-1.3075414058347015,0.9044855489682433,-1.8244500610903283e-6,-3.943409621006106e-6,8.492633829665081e-7,TEINH6,Neurons,"Interneuron-selective interneurons, cortex/hippocampus",145,GABA,"Hippocampus,Cortex","Hippocampus,Cortex",66,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,nan,Telencephalon inhibitory interneurons,19,Inhibitory,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEINH6,Neurons,FALSE
tabula_muris.sem_mean,Marrow.precursor_B_cell,-1.7328040820534803e-6,1.3110322496934127e-6,-1.3217097309838868,0.9068675864710466,-1.770043261565246e-6,-4.0765082868976004e-6,6.569355564914098e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marrow.precursor_B_cell,dummy_category,FALSE
mousebrain_all.sem_mean,PSPEP6,-1.4163196631622313e-6,1.0714089330012773e-6,-1.3219225820665645,0.906903034061175,-1.5294147640766617e-6,-3.361414582408259e-6,8.823524986941349e-7,PSPEP6,Neurons,"Peptidergic (TrpM8), DRG",54,Glutamate (VGLUT2),Dorsal root ganglion,Dorsal root ganglion,200,Neurons,PNS neurons,Peripheral sensory neurons,Peripheral sensory peptidergic neurons,nan,Peripheral sensory neurons,8,Excitatory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,PSPEP6,Neurons,FALSE
mousebrain_all.sem_mean,PSNP3,-1.087447043515466e-6,8.171653078566496e-7,-1.3307552744349131,0.9083652255615204,-1.0569918370634694e-6,-2.6837496412058318e-6,5.337446010799745e-7,PSNP3,Neurons,"Non-peptidergic (NP1.2), DRG",270,Glutamate (VGLUT2),Dorsal root ganglion,Dorsal root ganglion,211,Neurons,PNS neurons,Peripheral sensory neurons,Peripheral sensory non-peptidergic neurons,nan,Peripheral sensory neurons,8,Excitatory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,PSNP3,Neurons,FALSE
tabula_muris.sem_mean,Brain_Non.Myeloid.Bergmann_glial_cell,-1.5762572962559748e-6,1.1679426069206772e-6,-1.349601672989595,0.9114281063731,-1.7811714327790252e-6,-3.8015943451906462e-6,4.670799946924667e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brain_Non.Myeloid.Bergmann_glial_cell,dummy_category,FALSE
mousebrain_all.sem_mean,SYCHO2,-1.78534489589304e-6,1.294731399533218e-6,-1.3789307160826563,0.9160419416759942,-1.7814590960552165e-6,-4.206580450060902e-6,9.335898848293987e-7,SYCHO2,Neurons,"Cholinergic neurons, sympathetic",75,"Acetylcholine, Noradrenaline",Sympathetic ganglion,Sympathetic ganglion,196,Neurons,PNS neurons,Sympathetic neurons,Sympathetic cholinergic neurons,correspont to Ach2 in Furlan et al 2016.,Sympathetic neurons,9,Monoamines,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,SYCHO2,Neurons,FALSE
tabula_muris.sem_mean,Kidney.endothelial_cell,-1.603428141964388e-6,1.1546054292830371e-6,-1.3887238889566382,0.9175416364732323,-1.6461247312905044e-6,-3.925375938320187e-6,5.998042877917003e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kidney.endothelial_cell,dummy_category,FALSE
tabula_muris.sem_mean,Liver.natural_killer_cell,-1.728506621252436e-6,1.2198602963710256e-6,-1.4169709649495006,0.9217542916902433,-1.7417610418263361e-6,-4.170055736682253e-6,6.241561250803168e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver.natural_killer_cell,dummy_category,FALSE
mousebrain_all.sem_mean,OEC,-1.5132420356680749e-6,1.0637791263582833e-6,-1.4225152554444949,0.9225616369886069,-1.4210366182093572e-6,-3.6747202771521935e-6,4.085719939040222e-7,OEC,Astrocytes,Olfactory ensheathing cells,2031,NA,Olfactory bulb,Olfactory bulb,238,Glia,Neural crest-like glia,Neural crest-like glia,Olfactory ensheathing cells,nan,Other glia,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OEC,Astrocytes,FALSE
mousebrain_all.sem_mean,OBNBL1,-1.6451078663032699e-6,1.1412722802346957e-6,-1.4414683461557163,0.9252737931467165,-1.830673272092357e-6,-3.778632385879204e-6,5.438557683944528e-7,OBNBL1,Neurons,"Neuroblasts, olfactory",139,Glutamate (VGLUT1),"Main olfactory bulb mitral layer, Main olfactory bulb outer plexiform layer",Olfactory bulb,180,Neurons,CNS neurons,Immature neural,Glutamatergic neuroblasts,nan,Neuroblasts,21,Excitatory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,OBNBL1,Neurons,FALSE
mousebrain_all.sem_mean,PSPEP1,-1.3940975978493115e-6,9.663143146697223e-7,-1.4426957944070213,0.9254469077612415,-1.4359234739686211e-6,-3.226298694392264e-6,4.302064340935817e-7,PSPEP1,Neurons,"Peptidergicv (PEP2), DRG",78,"Glutamate (VGLUT2), Nitric oxide",Dorsal root ganglion,Dorsal root ganglion,205,Neurons,PNS neurons,Peripheral sensory neurons,Peripheral sensory peptidergic neurons,nan,Peripheral sensory neurons,8,Excitatory,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,PSPEP1,Neurons,FALSE
mousebrain_all.sem_mean,TEGLU1,-1.47144296993164e-6,9.928336466959362e-7,-1.4820639639162854,0.9308383619158445,-1.4635640844019226e-6,-3.561469167828531e-6,6.314068729641208e-7,TEGLU1,Neurons,"Excitatory neurons, cerebral cortex",402,"Glutamate (VGLUT1, VGLUT3)","Cingulate/Retrosplenial area, layer 6",Cortex,1,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,nan,Telencephalon projecting excitatory neurons,24,Excitatory,Ex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,TEGLU1,Neurons,FALSE
tabula_muris.sem_mean,Marrow.immature_NK_T_cell,-2.2153862914044247e-6,1.4162882518154578e-6,-1.5642199167892903,0.9411170342759807,-2.3388142744301024e-6,-4.746306647757264e-6,7.067582994708746e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marrow.immature_NK_T_cell,dummy_category,FALSE
mousebrain_all.sem_mean,MEGLU4,-1.4756543519695097e-6,9.395684469785719e-7,-1.5705661005484615,0.9418582653503175,-1.5159406019689593e-6,-3.0814569782415853e-6,4.92242008360085e-7,MEGLU4,Neurons,"Excitatory neurons, midbrain",136,"Glutamate (VGLUT1), Nitric oxide","Superior colliculus, sensory related",Midbrain dorsal,133,Neurons,CNS neurons,Di- and mesencephalon neurons,Di- and mesencephalon excitatory neurons,nan,Di- and mesencephalon excitatory neurons,14,Excitatory,Ex,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,MEGLU4,Neurons,FALSE
mousebrain_all.sem_mean,PSPEP4,-1.2895480611019038e-6,7.958803968063316e-7,-1.6202787080527887,0.9474137897265124,-1.316699019607703e-6,-2.700602774115455e-6,2.744844818924529e-7,PSPEP4,Neurons,"Peptidergic (PEP1.1), DRG",117,Glutamate (VGLUT2),Dorsal root ganglion,Dorsal root ganglion,203,Neurons,PNS neurons,Peripheral sensory neurons,Peripheral sensory peptidergic neurons,nan,Peripheral sensory neurons,8,Excitatory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,PSPEP4,Neurons,FALSE
mousebrain_all.sem_mean,PSNP5,-1.3865721245116004e-6,8.514238246001772e-7,-1.6285333866041687,0.9482940820443796,-1.2558085797613028e-6,-3.1365131898880986e-6,2.671168123176664e-7,PSNP5,Neurons,"Non-peptidergic (NP2.2), DRG",88,Glutamate (VGLUT2),Dorsal root ganglion,Dorsal root ganglion,213,Neurons,PNS neurons,Peripheral sensory neurons,Peripheral sensory non-peptidergic neurons,nan,Peripheral sensory neurons,8,Excitatory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,PSNP5,Neurons,FALSE
tabula_muris.sem_mean,Lung.monocyte,-2.0089212363515677e-6,1.2142357724656764e-6,-1.654473770174116,0.9509843557605983,-2.0902516854371818e-6,-4.337753515035813e-6,2.7164898962862514e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lung.monocyte,dummy_category,FALSE
mousebrain_all.sem_mean,DGNBL2,-1.3216640582831867e-6,7.889403214822034e-7,-1.67523958694384,0.9530563833294261,-1.3099194496583835e-6,-2.8131819997234416e-6,2.148382770738057e-7,DGNBL2,Neurons,"Granule neuroblasts, dentate gyrus",1445,NA,Dentate gyrus,Dentate gyrus,34,Neurons,CNS neurons,Immature neural,Non-glutamatergic neuroblasts,nan,Neuroblasts,21,Undefined class,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,DGNBL2,Neurons,FALSE
mousebrain_all.sem_mean,DGGRC2,-1.438653093462585e-6,8.566862793907029e-7,-1.6793231408886247,0.9534554582990127,-1.4298848174739202e-6,-3.1426837384479814e-6,1.384496687481112e-7,DGGRC2,Neurons,"Granule neurons, dentate gyrus",3385,Glutamate (VGLUT1),Dentate gyrus,Dentate gyrus,26,Neurons,CNS neurons,Telencephalon projecting neurons,Dentate gyrus granule neurons,nan,Other CNS neurons,22,Excitatory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,DGGRC2,Neurons,FALSE
mousebrain_all.sem_mean,DEGLU2,-1.3072796151744155e-6,7.643749136017741e-7,-1.7102597062146458,0.9563910703561482,-1.227794415248379e-6,-2.8266002117910375e-6,1.643043776019483e-7,DEGLU2,Neurons,"Excitatory neurons, hypothalamus",257,"Glutamate (VGLUT1,VGLUT2)",Subparafascicular nucleus,Hypothalamus,138,Neurons,CNS neurons,Di- and mesencephalon neurons,Di- and mesencephalon excitatory neurons,nan,Di- and mesencephalon excitatory neurons,14,Excitatory,Ex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,DEGLU2,Neurons,FALSE
tabula_muris.sem_mean,Lung.unknown_cell_type,-2.522798247641169e-6,1.4725908325910101e-6,-1.713169871635238,0.9566593536778528,-2.5737107693635915e-6,-5.145660507502305e-6,4.2696348012385716e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lung.unknown_cell_type,dummy_category,FALSE
mousebrain_all.sem_mean,MOL1,-1.7420886747539872e-6,1.0048755895980306e-6,-1.733636176246311,0.9585086712937642,-1.9124890488526674e-6,-3.5975577203170504e-6,2.3548325658394154e-7,MOL1,Oligos,Mature oligodendrocytes,8715,NA,CNS,CNS,221,Glia,CNS glia,Oligodendrocytes,Oligodendrocytes,nan,Oligodendrocytes,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOL1,Oligos,FALSE
tabula_muris.sem_mean,Marrow.mature_natural_killer_cell,-2.134777828591496e-6,1.1931055611248806e-6,-1.7892614854454207,0.9632136431724899,-2.227795001837706e-6,-4.402877917627053e-6,5.832808562730304e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marrow.mature_natural_killer_cell,dummy_category,FALSE
tabula_muris.sem_mean,Mammary_Gland.basal_cell,-1.9261724175060222e-6,1.0162614656802733e-6,-1.8953512285508782,0.9709770572616895,-1.8547648478524235e-6,-3.880998617415699e-6,1.4671252023468515e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mammary_Gland.basal_cell,dummy_category,FALSE
mousebrain_all.sem_mean,MSN6,-2.1272609772656144e-6,1.1213823461294854e-6,-1.896998810983583,0.9710859524895538,-2.0329093755980216e-6,-4.375274500090363e-6,1.5338279808827767e-7,MSN6,Neurons,"Matrix D1 neurons, striatum",525,GABA,Striatum ventral,Striatum ventral,32,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting inhibitory neurons,"contain markers similar to RGL, might be involve in neurogenesis",Telencephalon projecting inhibitory neurons,23,Inhibitory,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,MSN6,Neurons,FALSE
mousebrain_all.sem_mean,COP2,-1.8200907509166672e-6,9.585799821337959e-7,-1.898736448538338,0.9712004316459937,-1.7526943585712865e-6,-3.5502095737029723e-6,4.0456310014863405e-8,COP2,Oligos,"Committed oligodendrocytes cells (COP), pons/medulla specific",254,NA,Pons/medulla (possible batch effect),CNS,216,Glia,CNS glia,Oligodendrocytes,Oligodendrocytes,Possible batch effect,Oligodendrocytes,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COP2,Oligos,FALSE
mousebrain_all.sem_mean,PSPEP2,-1.7529364345970987e-6,9.210175869389416e-7,-1.9032605451358322,0.9714967218054518,-1.8668864062068108e-6,-3.4529219398727176e-6,1.52708020410983e-7,PSPEP2,Neurons,"Peptidergic (PEP1.3), DRG",102,"Glutamate (VGLUT2),Acetylcholine, Nitric oxide",Dorsal root ganglion,Dorsal root ganglion,202,Neurons,PNS neurons,Peripheral sensory neurons,Peripheral sensory peptidergic neurons,Express Slc5a7 (choline transporter),Peripheral sensory neurons,8,Excitatory,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,PSPEP2,Neurons,FALSE
